Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,Investment_Type,Amount_USD,Remarks,Year,amount_category,investor_count
2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,New Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000.0,No Remark,2018,Medium,2
2018-08-28,Narvar,Technology,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bangalore,Accel (formerly known as Accel Partners),Private Equity,3000000.0,No Remark,2018,Medium,1
2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,157200000.0,No Remark,2018,High,1
2018-09-05,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,25795550.0,No Remark,2018,High,1
2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,100000000.0,No Remark,2018,High,2
2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurgaon,Stellaris Ventures & Others,Private Equity,4000000.0,No Remark,2018,Medium,1
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bangalore,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,32000000.0,No Remark,2018,High,4
2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,5500000.0,No Remark,2018,Medium,1
2018-09-11,Upwards,Technology,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,5000000.0,No Remark,2018,Medium,3
2018-09-12,Kissht,Technology,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,30000000.0,No Remark,2018,High,4
2018-08-01,dishq,FoodTech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed Funding,400000.0,No Remark,2018,Low,5
2018-08-01,HealthFin,FinTech,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed Funding,1529113.0,No Remark,2018,Medium,2
2018-07-10,Kinara Capital,FinTech,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,Private Equity,5000000.0,No Remark,2018,Medium,1
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000.0,No Remark,2018,Medium,4
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000.0,No Remark,2018,Medium,1
2018-07-12,19th mile,Technology,Artificial intelligence-based sales acceleration software platform,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed Funding,180000.0,No Remark,2018,Low,5
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,Seed Funding,500000.0,No Remark,2018,Low,1
2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Funding,175000.0,No Remark,2018,Low,4
2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,12200000.0,No Remark,2018,High,2
2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bangalore,Flipkart,Private Equity,66000000.0,No Remark,2018,High,1
2018-08-09,quizizz,EdTech,e-learning Platform,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed Funding,3000000.0,No Remark,2018,Medium,2
2018-08-09,Happy EMI,Technology,Consumer Financing Platform,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed Funding,1000000.0,No Remark,2018,Medium,1
2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed Funding,4000000.0,No Remark,2018,Medium,2
2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,8000000.0,No Remark,2018,Medium,5
2018-08-16,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahmedabad,Unknown,Seed Funding,114811.0,No Remark,2018,Low,1
2018-08-17,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurgaon,Denlow Investment Trust and Beenext,Private Equity,5850000.0,No Remark,2018,Medium,1
2018-08-20,Finzy,FinTech,Online Loan Matchmaking Platform,Bangalore,Unknown,Seed Funding,1000000.0,No Remark,2018,Medium,1
2018-08-20,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000.0,No Remark,2018,Medium,1
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0,No Remark,2018,High,1
2018-07-25,Black Soil,FinTech,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000.0,No Remark,2018,High,2
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed Funding,1250000.0,No Remark,2018,Medium,2
2018-07-25,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed Funding,2500000.0,No Remark,2018,Medium,1
2018-07-26,Entropik,Technology,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed Funding,1100000.0,No Remark,2018,Medium,4
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,25795550.0,No Remark,2018,High,1
2018-08-30,True North,FinTech,Private Equity Firm,Mumbai,Unknown,Private Equity,600000000.0,No Remark,2018,High,1
2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurgaon,Y Combinator,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurgaon,Ajay Relan and Vinay Mittal,Seed Funding,1000000.0,No Remark,2018,Medium,1
2018-07-04,Anchanto,Technology,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000.0,No Remark,2018,Medium,1
2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250000.0,No Remark,2018,Medium,4
2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Info Edge (India) Ltd and Temasek,Private Equity,27700000.0,No Remark,2018,High,1
2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Seed Funding,440000.0,No Remark,2018,Low,1
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed Funding,1100000.0,No Remark,2018,Medium,2
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed Funding,437000.0,No Remark,2018,Low,3
2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,New Delhi,Venture Catalysts,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-06-07,Annapurna Finance,FinTech,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0,No Remark,2018,High,1
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000.0,No Remark,2018,High,3
2018-06-10,AyeFinance,FinTech,Online Lending Platform,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000.0,No Remark,2018,High,2
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-06-12,Alpha Capital,FinTech,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,No Remark,2018,High,1
2018-06-12,eshakti,ECommerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000.0,No Remark,2018,High,1
2018-07-17,Ofbusiness,FinTech,Online Lending Platform For SME,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000.0,No Remark,2018,High,3
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000.0,No Remark,2018,High,2
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed Funding,1500000.0,No Remark,2018,Medium,1
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000.0,No Remark,2018,High,2
2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bangalore,Unknown,Seed Funding,1500000.0,No Remark,2018,Medium,1
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000.0,No Remark,2018,High,1
2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,Unknown,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-07-23,VTION,Technology,Media Analytics,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Funding,280000.0,No Remark,2018,Low,3
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Funding,436000.0,No Remark,2018,Low,3
2018-07-24,kidovators,EdTech,Skill Learning Platform,Bangalore,Gray Matters,Seed Funding,180000.0,No Remark,2018,Low,1
2018-06-20,Drip capital,FinTech,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000.0,No Remark,2018,High,3
2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,No Remark,2018,Medium,2
2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0,No Remark,2018,High,1
2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,4000000.0,No Remark,2018,Medium,1
2018-06-25,Sqqrl,FinTech,App-based investment platform,Gurgaon,Equanimity Venture Fund,Seed Funding,1000000.0,No Remark,2018,Medium,1
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,No Remark,2018,Medium,1
2018-07-26,TheCapitalNet,Technology,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000.0,No Remark,2018,Low,1
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0,No Remark,2018,High,1
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000.0,No Remark,2018,High,3
2018-07-31,Five Star Group,Technology,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0,No Remark,2018,High,3
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed Funding,5000000.0,No Remark,2018,Medium,1
2018-06-01,CoinTribe,FinTech,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,No Remark,2018,Medium,2
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Seed Funding,125000.0,No Remark,2018,Low,1
2018-06-04,Kashmir Box,ECommerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed Funding,1529113.0,No Remark,2018,Medium,5
2018-06-05,Crowdera,FinTech,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed Funding,1529113.0,No Remark,2018,Medium,3
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Funding,949000.0,No Remark,2018,Low,1
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000.0,No Remark,2018,High,3
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000.0,No Remark,2018,Medium,2
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Seed Funding,300000.0,No Remark,2018,Low,1
2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000.0,No Remark,2018,Medium,2
2018-05-22,Vola,FinTech,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed Funding,500000.0,No Remark,2018,Low,1
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed Funding,3000000.0,No Remark,2018,Medium,1
2018-06-13,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Funding,300000.0,No Remark,2018,Low,2
2018-06-13,Nivesh,FinTech,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Funding,450000.0,No Remark,2018,Low,4
2018-06-13,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurgaon,Rannvijay Singha,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed Funding,3450000.0,No Remark,2018,Medium,1
2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,No Remark,2018,Medium,1
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,No Remark,2018,High,1
2018-06-18,Elucidata,Technology,Data Analytics (SaaS),New Delhi,Hyperplane Venture Capital and several angel investors,Seed Funding,1700000.0,No Remark,2018,Medium,1
2018-06-19,Chrysalis,EdTech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed Funding,1100000.0,No Remark,2018,Medium,2
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000.0,No Remark,2018,High,7
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Funding,1300000.0,No Remark,2018,Medium,2
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000.0,No Remark,2018,Medium,6
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed Funding,307600.0,No Remark,2018,Low,1
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurgaon,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed Funding,1529113.0,No Remark,2018,Medium,3
2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bangalore,Unknown,Seed Funding,1300000.0,No Remark,2018,Medium,1
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000.0,No Remark,2018,High,6
2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,No Remark,2018,Medium,1
2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed Funding,1100000.0,No Remark,2018,Medium,1
2018-06-28,Edureka,EdTech,Online Education Platform,Bangalore,Leo Capital,Seed Funding,2000000.0,No Remark,2018,Medium,1
2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Seed Funding,1529113.0,No Remark,2018,Medium,1
2018-05-02,OpenTap,FinTech,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Funding,450000.0,No Remark,2018,Low,1
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000.0,No Remark,2018,High,3
2018-05-03,Disprz,Technology,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Funding,2500000.0,No Remark,2018,Medium,2
2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Unknown,Seed Funding,225000.0,No Remark,2018,Low,1
2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Funding,1000000.0,No Remark,2018,Medium,2
2018-04-12,AyeFinance,FinTech,Online Lending Platform,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000.0,No Remark,2018,Medium,2
2018-04-13,mintifi,FinTech,Online Lending Platform,Mumbai,Lok Capital,Seed Funding,2000000.0,No Remark,2018,Medium,1
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,New Delhi,Mr. Manoj Prasad,Seed Funding,500000.0,No Remark,2018,Low,1
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed Funding,1529113.0,No Remark,2018,Medium,4
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000.0,No Remark,2018,High,2
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,25795550.0,No Remark,2018,High,1
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Seed Funding,735000.0,No Remark,2018,Low,1
2018-05-23,Edyoo,ECommerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Seed Funding,735000.0,No Remark,2018,Low,1
2018-05-23,Aashiyaan,FinTech,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Funding,2000000.0,No Remark,2018,Medium,2
2018-05-24,Smartivity,Technology,Designer Of Toys and Learning Projects For Kids,New Delhi,"Ashish Kacholi, S Chand Group",Seed Funding,2000000.0,No Remark,2018,Medium,2
